Product NAME,DESCRIPTION,Product LINK,Unit Price,QTY,Total Price
"ANYCUBIC PLA 3D Printer Filament, 3D Printing PLA Filament 1.75mm Dimensional Accuracy +/- 0.02mm, 1KG Spool (2.2 lbs), Texture Grey",filament,https://www.amazon.com/ANYCUBIC-Printer-Filament-Dimensional-Accuracy/dp/B0834W5L3L/ref=sr_1_3?crid=3ANDIU76JL5KV&dib=eyJ2IjoiMSJ9.HfDCsbe_cZwdgNCB73dZs-YSf-hperqGZ9JpHyfc1_Mj_tWHqG3XM30qFwcwufSu7xzOvlkfy5JETWAEcVsyb87lcgo9X1kuDcMF_ZC27wAXbn81KGyhMjrCJAmz0ovT5jmmzA7GukdUS5Y7zNQJ6eTPglJl3hM4HzABOyilew0oA236Rp9SobwXjfdIzWI5m5Om-wTNbVz5UOeqBRngXzTphNvheFzk9t7dj8p58KA.PKLoxO502sXGR0fvU6aAUrE-hsxlqrxbOM7nAYxrUSk&dib_tag=se&keywords=generic+pla+printer+filament&qid=1780871905&sprefix=generic+pla+printer+filam%2Caps%2C430&sr=8-3,USD $14.49,1,USD $14.49
